,Dataset,Model,VoiceType,TrialType,Layer,Iteration,Accuracy,Plot
1106,EventsAdapt,gpt2-xl,active-active,normal-AAR,14,6,0.5220588235294118,gpt2 EventsAdapt normal-aar
1107,EventsAdapt,gpt2-xl,active-active,normal-AAR,14,7,0.5257352941176471,gpt2 EventsAdapt normal-aar
1108,EventsAdapt,gpt2-xl,active-active,normal-AAR,14,8,0.5036764705882353,gpt2 EventsAdapt normal-aar
1109,EventsAdapt,gpt2-xl,active-active,normal-AAR,14,9,0.5257352941176471,gpt2 EventsAdapt normal-aar
1110,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,0,0.5367647058823529,gpt2 EventsAdapt normal-aar
1111,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,1,0.5220588235294118,gpt2 EventsAdapt normal-aar
1112,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,2,0.5147058823529411,gpt2 EventsAdapt normal-aar
1113,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,3,0.5036764705882353,gpt2 EventsAdapt normal-aar
1114,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,4,0.5036764705882353,gpt2 EventsAdapt normal-aar
1115,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,5,0.47794117647058826,gpt2 EventsAdapt normal-aar
1116,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,6,0.5404411764705882,gpt2 EventsAdapt normal-aar
1117,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,7,0.5514705882352942,gpt2 EventsAdapt normal-aar
1118,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,8,0.46691176470588236,gpt2 EventsAdapt normal-aar
1119,EventsAdapt,gpt2-xl,active-active,normal-AAR,15,9,0.5036764705882353,gpt2 EventsAdapt normal-aar
1120,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,0,0.5036764705882353,gpt2 EventsAdapt normal-aar
1121,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,1,0.5294117647058824,gpt2 EventsAdapt normal-aar
1122,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,2,0.47794117647058826,gpt2 EventsAdapt normal-aar
1123,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,3,0.49264705882352944,gpt2 EventsAdapt normal-aar
1124,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,4,0.5073529411764706,gpt2 EventsAdapt normal-aar
1125,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,5,0.5404411764705882,gpt2 EventsAdapt normal-aar
1126,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,6,0.5330882352941176,gpt2 EventsAdapt normal-aar
1127,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,7,0.4889705882352941,gpt2 EventsAdapt normal-aar
1128,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,8,0.5147058823529411,gpt2 EventsAdapt normal-aar
1129,EventsAdapt,gpt2-xl,active-active,normal-AAR,16,9,0.5404411764705882,gpt2 EventsAdapt normal-aar
1130,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,0,0.46691176470588236,gpt2 EventsAdapt normal-aar
1131,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,1,0.5257352941176471,gpt2 EventsAdapt normal-aar
1132,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,2,0.4889705882352941,gpt2 EventsAdapt normal-aar
1133,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,3,0.5110294117647058,gpt2 EventsAdapt normal-aar
1134,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,4,0.5551470588235294,gpt2 EventsAdapt normal-aar
1135,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,5,0.48161764705882354,gpt2 EventsAdapt normal-aar
1136,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,6,0.5036764705882353,gpt2 EventsAdapt normal-aar
1137,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,7,0.49264705882352944,gpt2 EventsAdapt normal-aar
1138,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,8,0.5147058823529411,gpt2 EventsAdapt normal-aar
1139,EventsAdapt,gpt2-xl,active-active,normal-AAR,17,9,0.5036764705882353,gpt2 EventsAdapt normal-aar
1140,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,0,0.5183823529411765,gpt2 EventsAdapt normal-aar
1141,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,1,0.46691176470588236,gpt2 EventsAdapt normal-aar
1142,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,2,0.5147058823529411,gpt2 EventsAdapt normal-aar
1143,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,3,0.4889705882352941,gpt2 EventsAdapt normal-aar
1144,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,4,0.4485294117647059,gpt2 EventsAdapt normal-aar
1145,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,5,0.5220588235294118,gpt2 EventsAdapt normal-aar
1146,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,6,0.5330882352941176,gpt2 EventsAdapt normal-aar
1147,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,7,0.4963235294117647,gpt2 EventsAdapt normal-aar
1148,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,8,0.5110294117647058,gpt2 EventsAdapt normal-aar
1149,EventsAdapt,gpt2-xl,active-active,normal-AAR,18,9,0.5477941176470589,gpt2 EventsAdapt normal-aar
1150,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,0,0.48161764705882354,gpt2 EventsAdapt normal-aar
1151,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,1,0.4852941176470588,gpt2 EventsAdapt normal-aar
1152,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,2,0.5036764705882353,gpt2 EventsAdapt normal-aar
1153,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,3,0.47794117647058826,gpt2 EventsAdapt normal-aar
1154,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,4,0.4889705882352941,gpt2 EventsAdapt normal-aar
1155,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,5,0.45955882352941174,gpt2 EventsAdapt normal-aar
1156,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,6,0.5147058823529411,gpt2 EventsAdapt normal-aar
1157,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,7,0.5,gpt2 EventsAdapt normal-aar
1158,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,8,0.4889705882352941,gpt2 EventsAdapt normal-aar
1159,EventsAdapt,gpt2-xl,active-active,normal-AAR,19,9,0.5220588235294118,gpt2 EventsAdapt normal-aar
1160,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,0,0.5,gpt2 EventsAdapt normal-aar
1161,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,1,0.4742647058823529,gpt2 EventsAdapt normal-aar
1162,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,2,0.49264705882352944,gpt2 EventsAdapt normal-aar
1163,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,3,0.5036764705882353,gpt2 EventsAdapt normal-aar
1164,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,4,0.4889705882352941,gpt2 EventsAdapt normal-aar
1165,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,5,0.47794117647058826,gpt2 EventsAdapt normal-aar
1166,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,6,0.5036764705882353,gpt2 EventsAdapt normal-aar
1167,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,7,0.5110294117647058,gpt2 EventsAdapt normal-aar
1168,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,8,0.47058823529411764,gpt2 EventsAdapt normal-aar
1169,EventsAdapt,gpt2-xl,active-active,normal-AAR,20,9,0.4889705882352941,gpt2 EventsAdapt normal-aar
1170,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,0,0.4963235294117647,gpt2 EventsAdapt normal-aar
1171,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,1,0.48161764705882354,gpt2 EventsAdapt normal-aar
1172,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,2,0.5183823529411765,gpt2 EventsAdapt normal-aar
1173,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,3,0.49264705882352944,gpt2 EventsAdapt normal-aar
1174,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,4,0.47058823529411764,gpt2 EventsAdapt normal-aar
1175,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,5,0.4375,gpt2 EventsAdapt normal-aar
1176,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,6,0.4632352941176471,gpt2 EventsAdapt normal-aar
1177,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,7,0.45588235294117646,gpt2 EventsAdapt normal-aar
1178,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,8,0.5,gpt2 EventsAdapt normal-aar
1179,EventsAdapt,gpt2-xl,active-active,normal-AAR,21,9,0.46691176470588236,gpt2 EventsAdapt normal-aar
1180,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,0,0.5,gpt2 EventsAdapt normal-aar
1181,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,1,0.46691176470588236,gpt2 EventsAdapt normal-aar
1182,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,2,0.4852941176470588,gpt2 EventsAdapt normal-aar
1183,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,3,0.47058823529411764,gpt2 EventsAdapt normal-aar
1184,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,4,0.47794117647058826,gpt2 EventsAdapt normal-aar
1185,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,5,0.4889705882352941,gpt2 EventsAdapt normal-aar
1186,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,6,0.4889705882352941,gpt2 EventsAdapt normal-aar
1187,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,7,0.4852941176470588,gpt2 EventsAdapt normal-aar
1188,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,8,0.47794117647058826,gpt2 EventsAdapt normal-aar
1189,EventsAdapt,gpt2-xl,active-active,normal-AAR,22,9,0.48161764705882354,gpt2 EventsAdapt normal-aar
1190,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,0,0.5183823529411765,gpt2 EventsAdapt normal-aar
1191,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,1,0.4963235294117647,gpt2 EventsAdapt normal-aar
1192,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,2,0.5073529411764706,gpt2 EventsAdapt normal-aar
1193,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,3,0.5294117647058824,gpt2 EventsAdapt normal-aar
1194,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,4,0.47058823529411764,gpt2 EventsAdapt normal-aar
1195,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,5,0.46691176470588236,gpt2 EventsAdapt normal-aar
1196,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,6,0.5073529411764706,gpt2 EventsAdapt normal-aar
1197,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,7,0.46691176470588236,gpt2 EventsAdapt normal-aar
1198,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,8,0.5110294117647058,gpt2 EventsAdapt normal-aar
1199,EventsAdapt,gpt2-xl,active-active,normal-AAR,23,9,0.4742647058823529,gpt2 EventsAdapt normal-aar
1200,EventsRev,gpt2-xl,normal,normal,0,0,0.375,gpt2 EventsRev
1201,EventsRev,gpt2-xl,normal,normal,0,1,0.375,gpt2 EventsRev
1202,EventsRev,gpt2-xl,normal,normal,0,2,0.125,gpt2 EventsRev
1203,EventsRev,gpt2-xl,normal,normal,0,3,0.25,gpt2 EventsRev
1204,EventsRev,gpt2-xl,normal,normal,0,4,0.25,gpt2 EventsRev
1205,EventsRev,gpt2-xl,normal,normal,0,5,0.375,gpt2 EventsRev
1206,EventsRev,gpt2-xl,normal,normal,0,6,0.125,gpt2 EventsRev
1207,EventsRev,gpt2-xl,normal,normal,0,7,0.25,gpt2 EventsRev
1208,EventsRev,gpt2-xl,normal,normal,0,8,0.125,gpt2 EventsRev
1209,EventsRev,gpt2-xl,normal,normal,0,9,0.3333333333333333,gpt2 EventsRev
1210,EventsRev,gpt2-xl,normal,normal,1,0,0.5,gpt2 EventsRev
1211,EventsRev,gpt2-xl,normal,normal,1,1,0.25,gpt2 EventsRev
1212,EventsRev,gpt2-xl,normal,normal,1,2,0.625,gpt2 EventsRev
1213,EventsRev,gpt2-xl,normal,normal,1,3,0.125,gpt2 EventsRev
1214,EventsRev,gpt2-xl,normal,normal,1,4,0.5,gpt2 EventsRev
1215,EventsRev,gpt2-xl,normal,normal,1,5,0.625,gpt2 EventsRev
1216,EventsRev,gpt2-xl,normal,normal,1,6,0.125,gpt2 EventsRev
1217,EventsRev,gpt2-xl,normal,normal,1,7,0.5,gpt2 EventsRev
1218,EventsRev,gpt2-xl,normal,normal,1,8,0.375,gpt2 EventsRev
1219,EventsRev,gpt2-xl,normal,normal,1,9,0.5,gpt2 EventsRev
1220,EventsRev,gpt2-xl,normal,normal,2,0,0.625,gpt2 EventsRev
1221,EventsRev,gpt2-xl,normal,normal,2,1,0.375,gpt2 EventsRev
1222,EventsRev,gpt2-xl,normal,normal,2,2,0.75,gpt2 EventsRev
1223,EventsRev,gpt2-xl,normal,normal,2,3,0.375,gpt2 EventsRev
1224,EventsRev,gpt2-xl,normal,normal,2,4,0.5,gpt2 EventsRev
1225,EventsRev,gpt2-xl,normal,normal,2,5,0.875,gpt2 EventsRev
1226,EventsRev,gpt2-xl,normal,normal,2,6,0.5,gpt2 EventsRev
1227,EventsRev,gpt2-xl,normal,normal,2,7,0.625,gpt2 EventsRev
1228,EventsRev,gpt2-xl,normal,normal,2,8,0.75,gpt2 EventsRev
1229,EventsRev,gpt2-xl,normal,normal,2,9,0.8333333333333334,gpt2 EventsRev
1230,EventsRev,gpt2-xl,normal,normal,3,0,0.5,gpt2 EventsRev
1231,EventsRev,gpt2-xl,normal,normal,3,1,0.375,gpt2 EventsRev
1232,EventsRev,gpt2-xl,normal,normal,3,2,0.5,gpt2 EventsRev
1233,EventsRev,gpt2-xl,normal,normal,3,3,0.25,gpt2 EventsRev
1234,EventsRev,gpt2-xl,normal,normal,3,4,0.5,gpt2 EventsRev
1235,EventsRev,gpt2-xl,normal,normal,3,5,0.375,gpt2 EventsRev
1236,EventsRev,gpt2-xl,normal,normal,3,6,0.375,gpt2 EventsRev
1237,EventsRev,gpt2-xl,normal,normal,3,7,0.75,gpt2 EventsRev
1238,EventsRev,gpt2-xl,normal,normal,3,8,0.5,gpt2 EventsRev
1239,EventsRev,gpt2-xl,normal,normal,3,9,0.3333333333333333,gpt2 EventsRev
1240,EventsRev,gpt2-xl,normal,normal,4,0,0.5,gpt2 EventsRev
1241,EventsRev,gpt2-xl,normal,normal,4,1,0.5,gpt2 EventsRev
1242,EventsRev,gpt2-xl,normal,normal,4,2,0.5,gpt2 EventsRev
1243,EventsRev,gpt2-xl,normal,normal,4,3,0.625,gpt2 EventsRev
1244,EventsRev,gpt2-xl,normal,normal,4,4,0.5,gpt2 EventsRev
1245,EventsRev,gpt2-xl,normal,normal,4,5,0.25,gpt2 EventsRev
1246,EventsRev,gpt2-xl,normal,normal,4,6,0.375,gpt2 EventsRev
1247,EventsRev,gpt2-xl,normal,normal,4,7,0.375,gpt2 EventsRev
1248,EventsRev,gpt2-xl,normal,normal,4,8,0.25,gpt2 EventsRev
1249,EventsRev,gpt2-xl,normal,normal,4,9,0.3333333333333333,gpt2 EventsRev
1250,EventsRev,gpt2-xl,normal,normal,5,0,0.5,gpt2 EventsRev
1251,EventsRev,gpt2-xl,normal,normal,5,1,0.25,gpt2 EventsRev
1252,EventsRev,gpt2-xl,normal,normal,5,2,0.5,gpt2 EventsRev
1253,EventsRev,gpt2-xl,normal,normal,5,3,0.375,gpt2 EventsRev
1254,EventsRev,gpt2-xl,normal,normal,5,4,0.5,gpt2 EventsRev
1255,EventsRev,gpt2-xl,normal,normal,5,5,0.25,gpt2 EventsRev
1256,EventsRev,gpt2-xl,normal,normal,5,6,0.5,gpt2 EventsRev
1257,EventsRev,gpt2-xl,normal,normal,5,7,0.375,gpt2 EventsRev
1258,EventsRev,gpt2-xl,normal,normal,5,8,0.375,gpt2 EventsRev
1259,EventsRev,gpt2-xl,normal,normal,5,9,0.3333333333333333,gpt2 EventsRev
1260,EventsRev,gpt2-xl,normal,normal,6,0,0.5,gpt2 EventsRev
1261,EventsRev,gpt2-xl,normal,normal,6,1,0.625,gpt2 EventsRev
1262,EventsRev,gpt2-xl,normal,normal,6,2,0.375,gpt2 EventsRev
1263,EventsRev,gpt2-xl,normal,normal,6,3,0.375,gpt2 EventsRev
1264,EventsRev,gpt2-xl,normal,normal,6,4,0.375,gpt2 EventsRev
1265,EventsRev,gpt2-xl,normal,normal,6,5,0.625,gpt2 EventsRev
1266,EventsRev,gpt2-xl,normal,normal,6,6,0.5,gpt2 EventsRev
1267,EventsRev,gpt2-xl,normal,normal,6,7,0.625,gpt2 EventsRev
1268,EventsRev,gpt2-xl,normal,normal,6,8,0.25,gpt2 EventsRev
1269,EventsRev,gpt2-xl,normal,normal,6,9,0.5,gpt2 EventsRev
1270,EventsRev,gpt2-xl,normal,normal,7,0,0.5,gpt2 EventsRev
1271,EventsRev,gpt2-xl,normal,normal,7,1,0.375,gpt2 EventsRev
1272,EventsRev,gpt2-xl,normal,normal,7,2,0.5,gpt2 EventsRev
1273,EventsRev,gpt2-xl,normal,normal,7,3,0.625,gpt2 EventsRev
1274,EventsRev,gpt2-xl,normal,normal,7,4,0.5,gpt2 EventsRev
1275,EventsRev,gpt2-xl,normal,normal,7,5,0.375,gpt2 EventsRev
1276,EventsRev,gpt2-xl,normal,normal,7,6,0.5,gpt2 EventsRev
1277,EventsRev,gpt2-xl,normal,normal,7,7,0.25,gpt2 EventsRev
1278,EventsRev,gpt2-xl,normal,normal,7,8,0.25,gpt2 EventsRev
1279,EventsRev,gpt2-xl,normal,normal,7,9,0.5,gpt2 EventsRev
1280,EventsRev,gpt2-xl,normal,normal,8,0,0.5,gpt2 EventsRev
1281,EventsRev,gpt2-xl,normal,normal,8,1,0.5,gpt2 EventsRev
1282,EventsRev,gpt2-xl,normal,normal,8,2,0.75,gpt2 EventsRev
1283,EventsRev,gpt2-xl,normal,normal,8,3,0.75,gpt2 EventsRev
1284,EventsRev,gpt2-xl,normal,normal,8,4,0.5,gpt2 EventsRev
1285,EventsRev,gpt2-xl,normal,normal,8,5,0.5,gpt2 EventsRev
1286,EventsRev,gpt2-xl,normal,normal,8,6,0.625,gpt2 EventsRev
1287,EventsRev,gpt2-xl,normal,normal,8,7,0.5,gpt2 EventsRev
1288,EventsRev,gpt2-xl,normal,normal,8,8,0.375,gpt2 EventsRev
1289,EventsRev,gpt2-xl,normal,normal,8,9,0.3333333333333333,gpt2 EventsRev
1290,EventsRev,gpt2-xl,normal,normal,9,0,0.625,gpt2 EventsRev
1291,EventsRev,gpt2-xl,normal,normal,9,1,0.375,gpt2 EventsRev
1292,EventsRev,gpt2-xl,normal,normal,9,2,0.625,gpt2 EventsRev
1293,EventsRev,gpt2-xl,normal,normal,9,3,0.5,gpt2 EventsRev
1294,EventsRev,gpt2-xl,normal,normal,9,4,0.5,gpt2 EventsRev
1295,EventsRev,gpt2-xl,normal,normal,9,5,0.5,gpt2 EventsRev
1296,EventsRev,gpt2-xl,normal,normal,9,6,0.375,gpt2 EventsRev
1297,EventsRev,gpt2-xl,normal,normal,9,7,0.875,gpt2 EventsRev
1298,EventsRev,gpt2-xl,normal,normal,9,8,0.5,gpt2 EventsRev
1299,EventsRev,gpt2-xl,normal,normal,9,9,0.5,gpt2 EventsRev
1300,EventsRev,gpt2-xl,normal,normal,10,0,0.5,gpt2 EventsRev
1301,EventsRev,gpt2-xl,normal,normal,10,1,0.5,gpt2 EventsRev
1302,EventsRev,gpt2-xl,normal,normal,10,2,0.25,gpt2 EventsRev
1303,EventsRev,gpt2-xl,normal,normal,10,3,0.5,gpt2 EventsRev
1304,EventsRev,gpt2-xl,normal,normal,10,4,0.625,gpt2 EventsRev
1305,EventsRev,gpt2-xl,normal,normal,10,5,0.5,gpt2 EventsRev
1306,EventsRev,gpt2-xl,normal,normal,10,6,0.625,gpt2 EventsRev
1307,EventsRev,gpt2-xl,normal,normal,10,7,0.5,gpt2 EventsRev
1308,EventsRev,gpt2-xl,normal,normal,10,8,0.375,gpt2 EventsRev
1309,EventsRev,gpt2-xl,normal,normal,10,9,0.5,gpt2 EventsRev
1310,EventsRev,gpt2-xl,normal,normal,11,0,0.375,gpt2 EventsRev
1311,EventsRev,gpt2-xl,normal,normal,11,1,0.25,gpt2 EventsRev
1312,EventsRev,gpt2-xl,normal,normal,11,2,0.625,gpt2 EventsRev
1313,EventsRev,gpt2-xl,normal,normal,11,3,0.5,gpt2 EventsRev
1314,EventsRev,gpt2-xl,normal,normal,11,4,0.25,gpt2 EventsRev
1315,EventsRev,gpt2-xl,normal,normal,11,5,0.625,gpt2 EventsRev
1316,EventsRev,gpt2-xl,normal,normal,11,6,0.5,gpt2 EventsRev
1317,EventsRev,gpt2-xl,normal,normal,11,7,0.375,gpt2 EventsRev
1318,EventsRev,gpt2-xl,normal,normal,11,8,0.5,gpt2 EventsRev
1319,EventsRev,gpt2-xl,normal,normal,11,9,0.5,gpt2 EventsRev
1320,EventsRev,gpt2-xl,normal,normal,12,0,0.375,gpt2 EventsRev
1321,EventsRev,gpt2-xl,normal,normal,12,1,0.375,gpt2 EventsRev
1322,EventsRev,gpt2-xl,normal,normal,12,2,0.5,gpt2 EventsRev
1323,EventsRev,gpt2-xl,normal,normal,12,3,0.875,gpt2 EventsRev
1324,EventsRev,gpt2-xl,normal,normal,12,4,0.75,gpt2 EventsRev
1325,EventsRev,gpt2-xl,normal,normal,12,5,0.375,gpt2 EventsRev
1326,EventsRev,gpt2-xl,normal,normal,12,6,0.375,gpt2 EventsRev
1327,EventsRev,gpt2-xl,normal,normal,12,7,0.75,gpt2 EventsRev
1328,EventsRev,gpt2-xl,normal,normal,12,8,0.625,gpt2 EventsRev
1329,EventsRev,gpt2-xl,normal,normal,12,9,0.5,gpt2 EventsRev
1330,EventsRev,gpt2-xl,normal,normal,13,0,0.5,gpt2 EventsRev
1331,EventsRev,gpt2-xl,normal,normal,13,1,0.625,gpt2 EventsRev
1332,EventsRev,gpt2-xl,normal,normal,13,2,0.5,gpt2 EventsRev
1333,EventsRev,gpt2-xl,normal,normal,13,3,0.625,gpt2 EventsRev
1334,EventsRev,gpt2-xl,normal,normal,13,4,0.375,gpt2 EventsRev
1335,EventsRev,gpt2-xl,normal,normal,13,5,0.5,gpt2 EventsRev
1336,EventsRev,gpt2-xl,normal,normal,13,6,0.5,gpt2 EventsRev
1337,EventsRev,gpt2-xl,normal,normal,13,7,0.625,gpt2 EventsRev
1338,EventsRev,gpt2-xl,normal,normal,13,8,0.625,gpt2 EventsRev
1339,EventsRev,gpt2-xl,normal,normal,13,9,0.6666666666666666,gpt2 EventsRev
1340,EventsRev,gpt2-xl,normal,normal,14,0,0.5,gpt2 EventsRev
1341,EventsRev,gpt2-xl,normal,normal,14,1,0.75,gpt2 EventsRev
1342,EventsRev,gpt2-xl,normal,normal,14,2,0.5,gpt2 EventsRev
1343,EventsRev,gpt2-xl,normal,normal,14,3,0.375,gpt2 EventsRev
1344,EventsRev,gpt2-xl,normal,normal,14,4,0.5,gpt2 EventsRev
1345,EventsRev,gpt2-xl,normal,normal,14,5,0.375,gpt2 EventsRev
1346,EventsRev,gpt2-xl,normal,normal,14,6,0.875,gpt2 EventsRev
1347,EventsRev,gpt2-xl,normal,normal,14,7,0.75,gpt2 EventsRev
1348,EventsRev,gpt2-xl,normal,normal,14,8,0.375,gpt2 EventsRev
1349,EventsRev,gpt2-xl,normal,normal,14,9,0.6666666666666666,gpt2 EventsRev
1350,EventsRev,gpt2-xl,normal,normal,15,0,1.0,gpt2 EventsRev
1351,EventsRev,gpt2-xl,normal,normal,15,1,0.375,gpt2 EventsRev
1352,EventsRev,gpt2-xl,normal,normal,15,2,0.625,gpt2 EventsRev
1353,EventsRev,gpt2-xl,normal,normal,15,3,0.5,gpt2 EventsRev
1354,EventsRev,gpt2-xl,normal,normal,15,4,0.75,gpt2 EventsRev
1355,EventsRev,gpt2-xl,normal,normal,15,5,0.375,gpt2 EventsRev
1356,EventsRev,gpt2-xl,normal,normal,15,6,0.625,gpt2 EventsRev
1357,EventsRev,gpt2-xl,normal,normal,15,7,0.75,gpt2 EventsRev
1358,EventsRev,gpt2-xl,normal,normal,15,8,0.625,gpt2 EventsRev
1359,EventsRev,gpt2-xl,normal,normal,15,9,0.6666666666666666,gpt2 EventsRev
1360,EventsRev,gpt2-xl,normal,normal,16,0,0.625,gpt2 EventsRev
1361,EventsRev,gpt2-xl,normal,normal,16,1,0.75,gpt2 EventsRev
1362,EventsRev,gpt2-xl,normal,normal,16,2,0.5,gpt2 EventsRev
1363,EventsRev,gpt2-xl,normal,normal,16,3,0.75,gpt2 EventsRev
1364,EventsRev,gpt2-xl,normal,normal,16,4,0.625,gpt2 EventsRev
1365,EventsRev,gpt2-xl,normal,normal,16,5,0.5,gpt2 EventsRev
1366,EventsRev,gpt2-xl,normal,normal,16,6,0.625,gpt2 EventsRev
1367,EventsRev,gpt2-xl,normal,normal,16,7,0.875,gpt2 EventsRev
1368,EventsRev,gpt2-xl,normal,normal,16,8,0.625,gpt2 EventsRev
1369,EventsRev,gpt2-xl,normal,normal,16,9,0.6666666666666666,gpt2 EventsRev
1370,EventsRev,gpt2-xl,normal,normal,17,0,0.625,gpt2 EventsRev
1371,EventsRev,gpt2-xl,normal,normal,17,1,0.625,gpt2 EventsRev
1372,EventsRev,gpt2-xl,normal,normal,17,2,0.5,gpt2 EventsRev
1373,EventsRev,gpt2-xl,normal,normal,17,3,0.375,gpt2 EventsRev
1374,EventsRev,gpt2-xl,normal,normal,17,4,0.625,gpt2 EventsRev
1375,EventsRev,gpt2-xl,normal,normal,17,5,0.5,gpt2 EventsRev
1376,EventsRev,gpt2-xl,normal,normal,17,6,0.875,gpt2 EventsRev
1377,EventsRev,gpt2-xl,normal,normal,17,7,0.625,gpt2 EventsRev
1378,EventsRev,gpt2-xl,normal,normal,17,8,0.875,gpt2 EventsRev
1379,EventsRev,gpt2-xl,normal,normal,17,9,0.6666666666666666,gpt2 EventsRev
1380,EventsRev,gpt2-xl,normal,normal,18,0,0.625,gpt2 EventsRev
1381,EventsRev,gpt2-xl,normal,normal,18,1,0.75,gpt2 EventsRev
1382,EventsRev,gpt2-xl,normal,normal,18,2,0.625,gpt2 EventsRev
1383,EventsRev,gpt2-xl,normal,normal,18,3,0.875,gpt2 EventsRev
1384,EventsRev,gpt2-xl,normal,normal,18,4,0.5,gpt2 EventsRev
1385,EventsRev,gpt2-xl,normal,normal,18,5,0.375,gpt2 EventsRev
1386,EventsRev,gpt2-xl,normal,normal,18,6,0.5,gpt2 EventsRev
1387,EventsRev,gpt2-xl,normal,normal,18,7,0.5,gpt2 EventsRev
1388,EventsRev,gpt2-xl,normal,normal,18,8,0.625,gpt2 EventsRev
1389,EventsRev,gpt2-xl,normal,normal,18,9,0.5,gpt2 EventsRev
1390,EventsRev,gpt2-xl,normal,normal,19,0,0.625,gpt2 EventsRev
1391,EventsRev,gpt2-xl,normal,normal,19,1,0.5,gpt2 EventsRev
1392,EventsRev,gpt2-xl,normal,normal,19,2,1.0,gpt2 EventsRev
1393,EventsRev,gpt2-xl,normal,normal,19,3,0.75,gpt2 EventsRev
1394,EventsRev,gpt2-xl,normal,normal,19,4,0.375,gpt2 EventsRev
